Total	Review
5	['최고였네요 리뷰도 정직했고 맛있고 양도 많았습니다 한끼 맛있게 먹었습니다 감사합니다']
2	['강정이 너무 달고 튀김옷이 두꺼워요 떡볶이는 맛있어요 배달이 무려시간반가량 걸렷네요']
5	['사장님 고구마 대신 떡을 넣어 보심이 어떨까요 물론 오늘도 치킨은 바삭합니다 ']
3	['떡볶이는 맛있어요 닭강정은 꿀강정이라그런지 조금 달달해요']
5	['떡볶이는 매운맛이 별로없었지만  달달한 닭강정과 잘먹었어요']
4	['저녁에 갑자기 닭강정 땡겨서 시켜먹었어요 닭강정 중짜리인데 양이많아요']
5	['항상 애용하고 있는데 맛있고 사장님 친철 하세요']
3	['치킨은최고였지만 떡볶이는 양적고 밍밍하고 맛이별로였네요']
5	['맛은 진짜 맛있네요배달시간만 많이 늦었어요 그리고 치긴마요 컵밥 뚜껑이 열린채로 왔어요용기에 신경 쓰셨음 합니다그것만 빼면 맛은 좋았어요']
5	['사장님 오늘 같은 퀄리티로 바삭하게튀겨주세요  수고하세요']
5	['양 많고 맛있습니다 포장도 잘 되서 깔끔하게 왔어요']
5	['언제나 맛있게 잘 먹고있어요']
5	['진심우로맛있었어용최고최고']
4	['맛은 좋은데 양이 적어요 ']
5	['배달도 빨리해주시고 맛있게 잘 먹었습니다']
5	['콜라가 빠져잇으나 맛잇습니다']
5	['오늘은 약간 덜 바삭합니다  다음주문때까지 번창하세요']
5	['치킨쿠폰을 떡볶이시키면서 쓸수있어서 시켯는데 만족 이틀연속시킴 치킨땡길때 강정도 시켜볼생각']
5	['리뷰하면 서비스주는거 하시면 좋을텐데 ']
5	['사장님 오늘은 다 좋았어요 특히 강정 양념이 고소해서 더욱 좋았습니다 다음에도 바삭하게 부탁드립니다']
5	['배달 엄청 빨르네요 맛있어요']
1	['사실별개는 배달하시느라 만드시느라 고생하셔서 드립니다 너무너무배가고픈데도 맛있는 느낌이없고 딱사진보시는대로 사진봤을때 딱 느낀 맛입니다 ']
4	['다마음에드는데제발수저젓가락 좀주세요']
5	['한동안 자주 시키다가 오늘 생각나서 주문했어요 너무 단맛이라 보다가 고추닭강정이 있길래 주문해봤어요']
3	['닭강정이 먹고 싶어서 배달했는데 퍽퍽한 살이 많이 느껴지고 기대한 것이 많았는지 맛은 특별하다고 생각은 들지 않았어요 배달은 비오는 날이라 그런지 포장지가 축축하게 젖어서 풀리기 직전이였어요']
4	['맛있어요 양도 많고 엄마가 단맛이 강하다하여 별 하나 뺏어용 하지만 전 별 다섯개 또 시켜먹을게요']
5	['닭강정맛집이에요  여기서만 시켜먹어여 원래 닭강정 잘 안조아햇는데 여기서 시킨뒤로 닭강정 조아졋어여  자주 시켜먹을게여 ']
4	['꿀강정이라그런지 무지달달구리하고 뚜껑열었을땐 간장향이나서 짤꺼같았는데 전혀 그렇지도않네용 양도많아요 ']
5	['인분 국물 치즈 떡볶이에 치즈 인분 시키고 튀김도 두종류 밖에 안시켰는데 양도 많고 좋았어요  매운거 못먹는데 괜찮았어요 ']
5	['오늘 태풍 불었는데 배달해주셔서 감사합니다 맛있게 잘 먹고 있습니다']
5	['너무 맛있어요 감사합니다 ']
5	['꿀닭강정보다 더 맛있네요']
5	['닭강정 바삭하고 맛있는데 살 어린이는 맵다고 해요 떡볶이 중간맛은 매운맛은 없고 달짝지근했어요']
5	['꿀떡볶이 순한맛이 애들먹기 너무 좋아요 단 국물떡볶이는 맞는데 국물이 조금 많은것 같아요 닭강정은 애들이 너무 좋아하네요 사장님 맞있게 잘 먹었습니다 감사합니다']
4	['꿀떡강정 아이와먹기 좋았어요']
5	['닭강정이랑 떡볶이가 맛있어요 배달도 빠르구요 떡볶이 중간맛으로 먹었는데 딱 좋았던 것 같아요 근데 콜라도 용량 큰거로 바꿀수 있었으면 좋겠어요']
5	['기대 안했는데 맛있네요 양도 많고 배달도 빨라서 좋았어요']
4	['떡볶이랑 치킨을 같이 먹을수 있어서 좋네요 잘 먹었습니다']
5	['처음에 떡볶이랑 닭강정이랑같이하는곳이라서 솔직히 닭강정에 기대가없었는데 첨에 먹고 너무 반했어여 닭강정만 파는전문점이라고 해도 손색없을정도 살 완전 크고 많구 맛도있고 자꾸 생각나는 맛이랄까 번창하세요']
5	['애기들이랑 먹어도 너무 맛있네요 또주문하러 올께요']
4	['양이 많고 약간 맵고 맛있어요']
4	['젓가락수저 꼭좀 주세요매번안주시네요단골인데요']
4	['떡볶이랑 닭강정 둘다 시킬수 있어서 좋고 맛있지만 양이 좀 적은거 같아요']
5	['닭강정 맛이 훌륭합니다 하루 지나고 먹음 더 맛나네요']
5	['제가 떡볶이 생각이 나면 언제나 순위로 떠오르는 곳이죠 진짜 넘 맛있어요 학교앞 떡볶이 맛 튀김도 너무 신선하고 바삭해서 원래 국물에 푹 적셔 먹는데 반은 그냥 먹고 반만 적셔먹게되는 요새 양이 줄어서 많이 못먹는데 진짜 다먹어버렸어요 임신중이라 자극적인거 못먹는데 일행떡볶이는 입에서도 맛있고 속에서도 편해서 자꾸 찾게 되는것 같아요']
5	['닭강정 쫀득하니 정말 맛있어요 고구마 추가해서 아이들도 잘 먹었어요']
4	['사진은 이미 먹은 후 네요 빠르고 양도 좋았어요 전 개인적으로 맛도 좋다고 생각했는데 부모님이 같이 드시면서 가슴살만 있는지 뻑뻑하다고해서 별 조금 뺐습니다 다음에는 다른것도 시켜볼려고요']
4	['혼자먹기엔 양이 너무 많더군요 맛있게 잘먹었습니다']
4	['배달은 오래걸리지만 닭강정대박이에여 바삭하구 달달하구 짱마싰어요']
5	['떡볶이가 세트 보다 양이 좀 작아요  다음에 또 주문할께요']
5	['배달도 빠르고 맛도 짱']
5	['맛있고 배송빠르고 좋아요']
4	['음식은 맛은 있는데 양이 조금 적은편이네요']
5	['꿀강정시켰어요 그래도 약간 매콤달콤할줄 알았는데 단맛이 주인공인 강정이네요 다음번엔 매콤맛 먹어볼께요 고구마 추가했는데 듬뿍 들어있어서 고구마가 맛탕처럼 되어있어 맛있게 잘 먹었습니다']
5	['여긴 닭강정이 너무너무 맛잇어요']
5	['솔직히 큰 기대 안했는데 치킨 떡볶이 조합으로 판매하는 가게 중에서는 몇 안되는 맛집인듯 양도 괜찮고']
5	['닭강정 맛있네요 감사합니다']
5	['저는 순한맛 딱볶기와 달달한 강정먹었는데 초등이이둘과 남김없이 먹엇어요 와 맛있었어요']
4	['배달은 한시간 좀 안걸려서 왔어요 맛도 괜찮았는데 다만 박스가 눅눅해져서 그런건지 찢어져서 양념이 좀 세서 왓는지 그덕에 다 먹고 치우니 상에 박스가 붙어버린 하 그래도 잘먹었어여 다음엔 배달오면 접시에 해서 먹어야될것같네요']
4	['조금 짜요치킨은 잘 먹었어요']
5	['따끈하게 빨리 배달왔어요 맛납니다']
5	['괜찮았어요 배부르고 좋아요']
5	['맛 최고  치킨진짜 맛있네요 떡뽁이는 살짝아쉽']
5	['떡볶이보다 닭강정이 맛있었어요 요청사항 잘들아주셔서 감사함다']
5	['배달시간이 쫌 걸렸지만 떡볶이랑 닭강정 너무 맛있어요']
3	['배달은 빨랐어요 떡볶이가  생각보다 맛이 없어요']
5	['바삭하고 강정맛있어용자주는아니지만 그래도 강정은 일행거가맛나용떡복이도 추천합니다']
4	['닭강정는 뻑뻑살이 많았지만 그래도 맛있게 먹었습니다 떡볶이도 매콤하니 맛있게 먹었습니다']
5	['매운 양념이 아니었어요 고추 몇 개만 조금 매콤하고요 매운 양념은 어떤걸 시겨야 하는지요']
5	['맛있어요 또 시켜먹을게요']
5	['번째 주문인데 너무 맛있어요 닭강정은 담날 머거도 굿입니다 또 시켜머거야겠어요']
4	['맛있었습니다 양이 조금 아쉽지만 맛있었어요']
5	['배달 분만도 안되서 와주시고맛도 미쳤습니다 진짜맛있어요']
5	['맛도 짱이고 양도 많고 가족이랑 같이 먹기 너무 좋아요']
4	['맛과모든것은좋은데배달이한시간넘는것이휴가철이라서이해는되지만배고픔참고맛나게먹어봅니다']
5	['정말 맛있어요 떡볶이도 맛있지만 무엇보다 닭강정이 제 입맛에 너무 쏙 들어맞네요 잘 먹었습니다']
5	['배달해주신 분도 친절하시고 맛도 양도 굿 맛있게 잘먹었습니당']
5	['배달원분 친절하시고 배달이 어느정도로 빠르냐면 요기요 후기 뜨기 전에 배달 왔어요 닭강정 떡볶이 다 맛있어요']
5	['첫 주문이어서 열심히 기다렸는데 배달하시는 분이 전화 주셨습니다 주소 여기 맞냐고 다시 주소 안내드리고 받으니 전혀 다른 주소가 되어 있더군요 요기요에서 처음인듯 잘 먹었습니다']
5	['너무 자주 시켜 먹네요  치킨도 맛나고 떡볶이도 맛나고 감사합니다']
5	['양도 적당하고 정말 꿀맛이예요떡볶이도 맛있어요']
4	['닭강정과떡볶이의 조합 괜찮네요  닭강정 맛있는데 제입맛엔 좀 달았어요 ']
5	['솔직히 둘중하나는 맛없을거라 생각했는데 치킨 떡볶이 둘 다 맛있어요']
5	['맛있어요 떡볶이도 닭강정도 맛나요']
5	['급히먹고보니 사진찍는걸 깜빤 너므 맛있또요']
5	['오 리뷰보고 믿구 시켯는데 맛잇네요 제가원래 순살은 잘 안먹는데 여기닭강정은 너무퍽퍽하지두안코 넘 맛잇게 클리어햇어여  마늘 맛탕 넘 맛나요  닭강정 하나먹구 떡볶이 하나먹고 환상의 조합이에여 ']
5	['맛있고 양도 많앗어요 그런데 배달중에 닭강정 소스가 흘어 넘쳣어요']
4	['닭강정 적당히 달고 맛있는데 근데 간장양념이라 빨간양념 먹고싶었는데 아쉬웠어요  떡볶이도 맛있네요']
5	['언제나 실망시키지 않는 간장통마늘닭강정 최고에요 ']
5	['달달한게 아주 꿀맛입니당 배달도 빠르고']
5	['닭강정이 진짜 맛있어요 바삭하구']
4	['맛있는데 치킨이 쫌 뻣뻣해요']
5	['떡볶이 쫄깃하고 부담없으면서 끌리는 맛이네요꿀강정은 좀 간장맛이 많이 느껴지는 것 같아서 개인적인 입맛에는 아쉬웠네요']
5	['양이 좀 적을까 생각했는데 넷이 먹기에는 괜찮았어요 떡볶이 부들부들 넘 맛있고 치킨도 바삭해요']
4	['맛있네요고구마는 좀 퍽퍽했어요 고구마빼면 전체적으로 맛있게 먹었습니다']
5	['떡볶이랑 닭강정 조합 은근 괜찮은듯']
5	['맛있어요  사진을 찍지못했네요 닭강정 애들이좋아할맛  튀김옷두껍지않아 너무좋네요 떡볶이도 맛있어요']
5	['정말정말 너무 맛있었어요']
5	['굿굿 양이좀 적지만 괜찮에요']
4	['떡볶이가 너무 맛있었어요 근데 치킨은 맛있지만 너무 달더라구요 그래도 맛있게 잘 먹었습니다']
5	['치킨이 바삭하면서 육질이 부드럽고 떡볶이는 밀떡 밀가루 떡볶이 특유의 쑹덩쑹덩 넘어가는 느낌이 좋았어요 치킨도 식은 다음날 먹었는데 여전히 맛있었구요 하지만 양은 처음 봤을때 좀 부족하다 느꼈습니다 그래도 맛은 정말 만족해서 재구매 의사  ']
5	['아이들이 꿀닭강정을 좋아해요다른집 치킨은 잘안먹는데 일행거는 잘먹더라고요오늘도 딸아이가 먹고싶다해서 주문요']
5	['너무맛있어용 닭강정도 맛있고 떡볶이도 맛있고 튀김도 맛있었습니당']
4	['맛은좋으나 떡볶이 양이 전보다 줄었어요 간장닭강정 아가도 잘먹네욬 개미지옥같은 단짠을 원하신다면 일행']
4	['후덜덜한 상자크기에놀랐습니다서비스도 감사합니다']
4	['저는 떡볶이보다 닭강정 완전 추천이요너무 맛잇엇어요담에 또 먹을거에요']
4	['양도 준수한편맛도좋아요']
4	['얘들이 좋아해요 감자맛탕보다 치킨']
5	['언제나 먹어도 맛있네요 쫄깃쫄깃 떡볶이도 최고에요 강력추천입니다']
5	['어묵을 추가해서 주문했는데 빨리 배달이 되었어요 그런데 어묵이 국물을 먹어버렸는지 국물떡뽀끼의 국물이 아쉬웠어요 국물을 좀 더 주세요']
5	['맛 양 가격 모두 다 만족입니다 자주 시킬게요']
5	['언제 먹어도 너무 맛있어요 양도 더 늘은 기분 맛있게 잘 먹었습니다  닭강정 생각나면 또 시킬게요']
4	['보통맛도 적절히 맵네요 순대가 두껍게 썰렸는데 그래도 먹을만하네요 일행비밥은 밥이 살짝 설익었어요']
5	['반쯤 먹고 찍었네요 강정이랑 떡볶이 맛도 양도 좋아요']
4	['양이 적어보였지만 다먹으니 배부르네요']
5	['맘카페에서보고 처음시켜봤는데 배달도 빠르고 맛있어요 고구마 센스짱 떡보다 더 좋으네용 마늘닭가정이랑 꿀강정시켰는데 살아이가 꿀강정이 더 안맵고 맛있다그러네요 다음에도 또시켜먹을래요 생수써주셔서감사하고 번창하세요']
3	['닭강정이 매콤합이다 아이들이 그래도 잘 먹어요']
4	['맛있습니다 양도 만족배달도 만족 번창하시길']
4	['국물떡볶이를 안 맵게 시켰는데 확실히 안 맵긴 한데 약간 밍밍한 느낌 물 조절이 실패한 듯 암튼 다른 건 다 그럭저럭 맛있어요 통마늘닭강정 존맛']
5	['역시 맛나요 간장통마늘강정이에욤 사장님이 직접 배달하시나봐요 엄청 빨리 왔습니다 잘 먹을게욤']
5	['요기요 분식 원 할인 이벤트를 모르다가 주문했는데 사장님이 직접 전화로 알려주셔서 싸게 먹을수 있었어요 정말 친절하시고 감사합니다 치킨하고 떡볶이 정말 맛나네요 치킨이 양도 많고 일반 치킨집과 비교해도 손색이 없습니다 잘먹었습니다']
5	['너무 맛있게 잘먹었습니다 기분좋은 메모와 서비스까지 너무 감사해요 또 주문할께요']
5	['나쁘지않았어요 닭강정이 뭔가 부족한 맛이었긴한데 뭔가 다른음식이랑 먹어야 할것 같은 그런 느낌이었어요 암튼 감사합니다']
5	['마늘 간장 닭강정만 먹다가 매운 맛도 먹고파서 주문했어오 청량고추 맛 보다는 고추장 양념맛 나는 닭강정이었어여 애들도 맛나게 먹었어요 간장 통마늘도 고추 닭강정도 둘 다 맛나요 항상 맛난 닭강정 감사해욤']
5	['맛잇고 맛잇으며 맛잇엇다']
5	['맛잇고 맛잇으며 맛잇엇다']
5	['맛잇고 맛잇으며 맛잇엇다']
5	['맛은 언제나 최고 행복하게 먹었어요']
5	['양도 만족스러웠고 맛은 항상 최고입니다 닭강정 생각나면 무조건 여기서 시켜먹어요']
5	['닭강정이 너무 맛있어서 떡볶이는 너무 별로였어요  국물도 너무 짜고 처음 먹었던맛이 아니네요 닭강정만 맛있었어요']
5	['떡볶이 닭강정 다 맛잇어요 이제 여기서만 시켜먹으려구요']
5	['일주일에 세번시켜먹을정도로 맛있습니다 잘먹었습니다']
4	['가끔 시켜먹는 곳이예요 닭강정 넘 맛있어요']
5	['전보단 맛이 덜한데 좀더 닭이 중간에 좀 비계같은 노란거가 있어 먹다가 뱉었어요  고기는 부드럽고 괜찮았어요 고구마도 맛있구뇨']
5	['지난번엔 떡볶이를 안매운 거 시켜서 조금 밍밍했는데 이번엔 떡볶이 중간맛으로 시켰더니 딱 알맞게 맛있었습니당 닭강정이랑 떡볶이 둘 다 맛있었어용']
5	['잘 먹었어요  어젯밤부터 먹구 싶어서 참다가 오픈 시간 맞춰서 주문했어요  주말 점심으로 맛있게 먹었습니다 ']
5	['너무 맛있어서 이틀연속으로 시켜먹었네요 번창하세요']
3	['꿀닭강정에 고구마가 있는지 몰랐네요 고구마 안먹는데 치킨양은 가격에 비해적은 느낌이에요 감사해요 잘먹을께요']
4	['닭강정은진짜 존맛탱이네요 떡볶이는좀 밋밋한맛이엇어요']
5	['사장님 맛있게 잘먹었습니다 닭강정이 제입에는 좀 달긴했는데도 제가 먹어본 닭강정중에 가장 맛있었어요 고기가 참 깨끗하고 좋았어요 왜 이제까지 몰랐나 싶네요  다른맛도 매우 궁금해요 떡볶이는 양이 생각보다 많고 매운거 잘못먹어서 순한맛으로 했는데 제입에는 약간 짜더라고요 살짝더 맵고 달고 하면 더 맛있을거 같아요 다음에는 보통맛으로 시켜볼게요']
3	['퍽퍽살이라 저랑은 안맞네요']
5	['진짜 통마늘간장치킨 완전맛있어요 떡볶이도 그렇고 안성맞춤으로 셋이 잘먹었습니다']
5	['지금 맛나게 먹고 있어요 통마늘 튀긴것도 들어가있고 닭강정 맛나요 떡볶이도 정통국물떡볶이 답게 맛나요 일반떡볶이는 너무 달아서 국물로 먹기 그런데 여긴 간이 딱 맞네요 떡 추가한건데 떡 갯수가 많진 않네욤']
5	['책임지세요 이제 일행 떡볶이 아니면 떡볶이를 먹을 수 없는 몸이 되었어요 요즘 많이들 먹는 매운 떡볶이 맛있는지도 모르겠고 별로였는데 진짜 제가 찾던 딱 그 떡볶이에요 혼자 먹고 남겼다가 다시 데워서 먹어도 그 맛 그대로 치즈는 무슨 치즈길래 그냥 먹어도 맛있고 굳어도 고소하고 이렇게 맛있는지 저번에 튀김 안먹었던게 너무 아쉬워서 이번에는 튀김도 먹었는데 진짜 국물에 찍어먹으면 여기가 천국입니다 학창시절 학교앞 떡볶이가 생각나는 맛이면서도 더 맛있고 건강한 느낌이에요 번창하시고 또 번창하세요']
5	['닭강정도 맛있고 떡볶이도 맛있었어요 중국당면을 추가했더니 국물을 다 빨아먹어버려서 좀 아쉬웠지만 전반적으로 맛있었어요 담번에도 또 시켜먹을거예요']
5	['아이들도 잘먹고 맛있네요 다먹어서 사진은 못찍었지만 담에또 시켜먹을게요 ']
5	['맛있게잘먹엇습니다 번창하세요']
5	['맛있게잘먹었습니다 입심심할때 배고플때먹기좋네여']
5	['닭강정 정말 맛있어요 저번에 시켜먹고 나무 맛있어서 또 시켜먹었는데 양도 많고 배달고 빠르고 넘 좋아여']
5	['양도 적당하고 맛있어요']
5	['맛있고 배달도빠르네요 잘먹었습니다']
5	['닭강정 먹고싶어서 시켰는데 떡볶이도 너무 맛있어요 왜 튀김을 안시켰을까요 이것이 오늘의 가장 큰 실패 다음에는 꼭 튀김도 같이 먹을거에요 양도 진짜 많았는데 너무 맛있어서 둘이서 거의 다 먹었어요 완전 짱짱']
5	['맛있게잘먹었어요 아가랑 먹으려고시켯는데 저혼자 맛나게먹었어요 닭강정에 떡이 있지않았나요 일전에 아가가 떡을 집어먹었었던고같은데 그래서 시켰는데 이번엔없네요  아가가 잘먹엇던 닭강정집이 여기가 아니였나싶네요']
5	['집 앞이라 매장에서 먹거나 테이크아웃 해서 먹다가 배달앱으론 첨 시켜 본 거 였는데 양도 맛도 똑같았어요 항상 친절 하셔서 더 애정이가는 집 이예용닭강정 별로 안좋아 했던 일인 인데 신동 짜고 매운 닭강정 보다 강원도 가서 먹어봤던 만꺼 보다 달달한 일행 꿀닭강정이 제 입맛엔 딱']
5	['굿굿 맛있고 가성비 넘쳐요']
4	['맛있고 양도 적당하고 배달 빨라요']
5	['배송 빠르고 맛있습니다']
5	['국문떡볶이 튀김 둘다 맛있어요']
5	['닭강정 달달하게 잘 먹었습니당']
5	['닭강정 중자리인데 박스가 작은듯해서 역시어쩔 수 없구나했는데 막상 먹는데 닭강정이 크고 맛있었어요 오최고네요 여자명이 먹었어요 보이는게 다가 아니었네요']
4	['맛있어요 떡볶이 궁물에 치킨찍어먹으니까 정말 맛있어요']
4	['오랜만에 시켜먹엇는데  맛잇엇어욤 요청사항듀 잘들어주시구 감사합니다 ']
4	['학교앞에서 먹던 떡볶이 맛 진짜 너무 맛있어요']
5	['맛있고 배달도 빨라요 최고']
5	['와 이겁니다 이게 제가 찾던 떡볶이에요 학교 앞에서 먹던 떡볶이 닭강정도 정말 맛있지만 떡볶이 하나로 추억소환에 흐믓한 식사시간 이였습니다']
4	['다 먹어서 사진은 못찍었어요 배달은 앱에 나온시간과거의일치 맛은있었지만 와 맛있다 그런건아니고 먹을만하다 후라이드치킨은 소스가져다준게맛있었는데 양이부족 둘이먹을때 한명이 퍽퍽살조아하면 상관없는데 그게아니라면 매의눈으로빨리 맛있는살집어야함']
5	['치킨과 떡볶이를 같이 먹을수 있어서 좋아요 맛도 인정합니다']
5	['맛있게 잘 먹었습니다 떡볶이 중간맛 딱 적당히 매콤하니 맛있네요']
5	['와진짜 떡볶이먹고싶어서 시켰는데 닭강정이 너무 맛있네요 원래 엽떡먹으려다 집가는 길에 치킨냄새나서 같이 먹어야지하고 찾다 시켰는데 닭강정 레알맛집']
5	['세상에 너무 맛있네요 다음엔 떡볶이에 토핑도 추가해서 먹어봐야겠어요 번창하세요']
5	['아이들이 먹기 좋은 순한맛이에요']
5	['닭강정이 진짜 꿀맛이에요 떡볶이 양도 많고 잘먹었습니다']
5	['믿고먹는 맛 믿고먹는 맛']
4	['맛있어요양은 좀 적은듯']
5	['양념이 너무맛있어여  집앞이라서 자주먹을듯해요']
5	['자주 시켜먹는데 맛있네요']
5	['닭강정이 좀 퍽퍽하긴하지만 맛있어요 떡볶이도 맛있고 배달도 빠르네요']
5	['국물 떡볶이 닭강정 최고']
5	['중간맛이 덜매워서 매운맛했는데 중간맛이 딱이네요다음엔 중간맛으로다쉬 후라이드 맛있었어요']
5	['항상 시키는데 언제나 먹어도 맛있네요']
5	['자 첫번째 사장님의 정성은 맛도 맛이지만 뽁뽁이로 주류를 싸서 보내신 세심함 두번째는 맛도 일품이고 인가구의 경우 저처럼 시키시면 일절 버리는것 없이 굳 세번째는 배달기사님의 친절함 제가 새로운 주 음식점을 찾고 싶다 느껴져서 시켜봤는데 일행떡볶이 맛질양배려 무조건 보장합니다 그리고 국물 많이 부탁드린거 잊지않아 주셔서 감사합니다']
4	['맛있어요 근데 떡볶이 짜요 쫌 짜요 그래도 닭은 맛있어요 양이 진짜 많아여']
5	['아이들과 맛있게 잘 먹었습니다 김말이 찍어 먹는 맛을 알아버렸네요 ']
5	['동네에서 닭강정파는곳중에 제일 맛있는곳이네용 다른곳들은 그냥 양념치킨 느낌인데 여기는 시간이 지날수록 바삭하네여']
5	['아이들이 잘 먹었어요 순한맛 딱이네요']
5	['떡볶이도 맛있고 닭강정도 맛있어요 또또 시켜 먹겠습니다']
5	['떡볶이가 맛있어요 수고하세요']
5	['오랫만에 시켜먹었는데 맛있네요']
4	['배달이 너무 오래걸렸어요 떡볶이는 떡 상태가 조금 아쉬웠습니다']
4	['가족모임이 있어서 시켷는데 만잏다']
1	['양은많은데 배달도 친절히 잘해주셨는 맛이없어요너무 달고 퍽살에 애들이 안먹네요 그냥다버릴듯']
5	['맛있고 다음에도 또 시킬거같네요']
5	['완죤 맛났어요 자주시켜먹을것 같네요']
5	['맛있어요 배달도 빠르고 양도 많아요']
5	['사장님도 착하시고 맛나네요']
5	['강추 배송도 빠르고 맛있게 먹었어요']
4	['그냥 무난 하게  괜찮아요']
5	['치즈떡볶기는 맛있는데 걍떡복기 중간맛은 진짜 그냥중간맛 떡보다 오뎅이 진짜많았어요 떡좋아하는데 인분시킨떡볶기 담엔 치즈로 인분 ']
5	['모든게 완벽햇다 맛도굿이고 양도 둘이먹기에 딱이고 배달은 사고가 나는바람에 좀늦엇지만 배달원아저씨 괜찮으셧으면 좋겟네요']
5	['축구 보면서 맛있게 먹었습니다 감사합니다']
4	['맛과 양 다 괜찮은거같아요']
5	['와 먹다가 중간에 리뷰를 남기네 너무 맛있어서 요즘 일행 모르면 아싸아닌가요 엄청 자주시켜먹어도 질리지가 않아요']
5	['처음 시켜먹었는데 너무 맛있었어요 고구마추가하긴했는데 고기는적고 고구마가 반인거 같아 조금 아쉬웠어요 다음에 떡볶이도 시켜먹을께요']
5	['너무 맛있어요 생맥 시원하게 가져다주셔거 감사해요']
5	['배달이 너무 늦게왔는데 닭강정은 정말 맛있어요 최고임다']
5	['국물떡볶이 양이 준건지 원인데 양이 넘 적네요']
4	['떡볶이는 맛있지만 강정은 살이 많지 않아서 아쉽네요']
5	['배달도 빠르고 엄청 맛나네요']
4	['처음 시켜봤는데맛있네요 가격도 비싸지도 않고담에 또 시켜먹을생각입니다']
5	['맛있게 해주셔서 감사합니다']
5	['어머 후라이드치킨도 맛잇네요']
5	['맛있었어요 매번잘먹고있습니다']
3	['떡볶이는 모두 알법한 그런맛이에요 무난합니당 닭강정은 조금 맛이 약하네요']
5	['한 번 넘게 시켰나 여러번 시켰는데 새로운 조합이라 그래도 정말 맛있네요 항상 잘 먹고 있습니다 리뷰는 첨 쓰네요']
5	['정말 맛있어요 다음날 남긴거 먹는데 더맛있음']
5	['맛나네요 양을 조금 더 주시면 감사하겠습니다 잘 먹을게요']
5	['아이땜에 닭강정 알아보다가 평보고 시켜봤는데 맛있게 잘먹었어요']
3	['갑자기 퍽퍽한 살이랑 딱딱한 살이 많아졌네요']
5	['너모너모 맛있당청라에서 제일 조아하는 배달음식점']
5	['언제나 먹지만 정말 맛있어요']
5	['캬떡볶이 국물이 입니다']
5	['맛있고 맛있으며 맛있어요']
5	['맛있고 맛있으며 맛있어요']
5	['닭강정은 말이 필요없죠  맛있구요 의외로 떡볶이 맛집이네요  순한맛인데도 너무 맛있어요 ']
5	['국물떡볶이 맛있어서 가끔씩 시켜먹고있어요 매운걸 못먹어서 순한맛으로 시켜먹는데 자극적이지 않고 깊은떡볶이 앙념이 자꾸만 먹게되는 마성의 맛이에요 치킨과 같이 먹을 수 있어서 좋아요']
5	['넘넘 마싯내용 추천함다']
5	['사진은 못찍었네요 맛있게 잘 먹었습니다 그런데 닭강정 물엿이 너무 강력해요']
3	['오늘 왜이러져 턱이 아플정도로 다 뻑뻑살이에요 부드러운 뻑뻑살도 아니고 완전 뻑뻑이에요 지금까지 부드러운 살을 단 한개도 못먹었어요']
5	['리뷰포인트땜시 씁니다 맛은 최고입니다 진짜 ']
5	['이번달 번은 시켜먹은듯 사진이 없어요 짱맛남']
5	['꿀닭강정 처음먹어봤는데 오메 맛난거 사진이없어서복돼지']
5	['맛은 역이 좋아요 양이 좀작긴 하지만 만족합니다']
5	['사진 찍고 한입 먹어봤는데 따뜻하고 맛있습니다 배달 빨리 왔고 포장도 아주 잘 되어 있습니다 양 맛 만족합니다']
4	['양이 조금 부족한거 말고는 좋아요']
5	['가족들이 맛있다고 잘 먹습니다 단거 안 좋아 하시는 분들은 후라이드 시켜보세요 바삭하고 맜있습니다']
5	['닭강정 넘 맛있네요 갤 딸도 달라해서 줬는데 잘먹네요 안에들어간 떡도넘맛있구요 단 주먹밥 밥은 조금오래된것같아 별하나뺏어요 대체적으로 만족합니다']
4	['배달도 양도 적당해서 좋았습니다 맛도 굉장히 맛있었고요 이번이 번째였는데 매우 만족스럽고 한동안 많이 먹을 것 같습니다']
3	['그저그런듯 떡볶이는 짜요 간장맛남']
5	['지난번에 꿀맛도 맛잇엇는데 매운맛도 맛잇네요 많이안맵고 적당해서 좋아요']
5	['먹어도 먹어도 안질려요']
5	['맛있게 잘먹었습니다 다음에 또 시켜먹겠습니다']
5	['이집 반칙  떡볶이도 맛있자나요 맨날 닭강정만 시켜먹었는데 이젠 세트로 시켜먹어야겠어요']
4	['맛은있는데 양이좀 많이 아쉬웠습니당']
4	['떡볶이가 매운건지 닭강정이 매운건지 맛있게 먹었습니다']
5	['배달빠루구욤배드고팠눈데먹다보니사진찍는걸아차하구선걍 먹방 진따맛나요 저번에먹구 단골다짐오늘두먹었지만 자주생각날듯해여']
5	['언제나 믿고 먹을수있는 맛']
5	['이사오고 처음으로 배달시킨집인데 엄청나게 맛잇네요 앞으로 자주 시켜먹을거같아요']
5	['오호 처음 시켜봤습니다 떡볶이 를 사실 안좋아하는데 오늘따라 떡볶이가 땡겨 시켰는데 훌륭하네요 만족하게 먹고 있습니다 먹는 도중에 이렇게 리뷰 를 적어야겠다 생각해 적고있습니다 배달도 빨랐구요 처음시켰는데 처음 선택이 너무 좋은 선택이였네요 치킨도 고구마하고 떡이 들어가 달달 하니 맛좋네요 다음에 또 시킬것 같습니다 마저 먹어야 겠네요 잘먹겠습니다']
5	['생각보다 너무 맛있게 먹어서 다음에 다시 주문할거예요']
