,Category,Location,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date
783,치킨,강남구 역삼동,BBQ-서초점,hh**님,매달구/1,요즘 할인 많이해서 평균 2일에 한 번은 먹는 것 같아요 ㅋㅋㅋ,5,5,5,5,2019년 3월 29일
784,치킨,강남구 역삼동,BBQ-서초점,ni**님,황금올리브치킨/1,빨리 배달 해주시고 맛있게 잘먹었어요,5,5,5,5,2019년 3월 29일
785,치킨,강남구 역삼동,BBQ-서초점,ha**님,황금올리브（반반）/1,배달정말빠르고 맛있습니다 강추,5,5,5,5,2019년 3월 29일
786,치킨,강남구 역삼동,BBQ-서초점,jj**님,황금올리브（반반）/1,집에가는길에 주문하느라 시간맞춰줄수있는지 문의드렸는데 시간딱맞춰서 와주셨어요! 맛은 바삭바삭 너무맛나서 배부른데도 계속 먹었네요!,5,5,5,5,2019년 3월 29일
787,치킨,강남구 역삼동,BBQ-서초점,손님,자메이카 통다리구이/1,배송빠르고 좋아요~ 맛있게 잘 먹었어요,5,5,5,5,2019년 3월 29일
788,치킨,강남구 역삼동,BBQ-서초점,ne**님,황금올리브치킨/1,잘 먹었어요. 늘 무난하고 괜찮아요.,5,4,5,5,2019년 3월 29일
789,치킨,강남구 역삼동,BBQ-서초점,ne**님,극한왕갈비치킨/1,영화 보고 기대하고 시켰는데 실망하지 않고 애들과 즐겁게 먹었어요~ 참신하고 맛있었어요♡,5,5,4,5,2019년 3월 29일
790,치킨,강남구 역삼동,BBQ-서초점,fr**님,자메이카통다리구이＋크림치즈볼/1,완전 맛있는 자메이카통다리구이 마요네즈 찍어먹으면 더 맛있고 거기다가 밥을 함께먹으면 최고~,5,5,5,5,2019년 3월 29일
791,치킨,강남구 역삼동,BBQ-서초점,ef**님,자메이카 통다리구이/1,맛있어요 맛있어요 맛있어요,5,5,5,5,2019년 3월 28일
792,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,반반 시켰는데 역시 맛있어용~^^,4,4,4,3,2019년 3월 28일
793,치킨,강남구 역삼동,BBQ-서초점,손님,자메이카 통다리구이/1,믿고먹는 메뉴라 고민없이 시킴,5,5,5,5,2019년 3월 28일
794,치킨,강남구 역삼동,BBQ-서초점,gl**님,황금올리브닭다리/1,치킨은역시 비비큐 맛있고 배달도 빨라서 좋아요,5,5,5,5,2019년 3월 28일
795,치킨,강남구 역삼동,BBQ-서초점,손님,자메이카 통다리구이/1,존맛탱쓰 소스가 봉투안에 난리법석 묻어있었지만 그래도 맛있으니까 갠차나여,5,5,5,5,2019년 3월 28일
796,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브반반＋코카-콜라 1.25L/1,항상 좋은 퀄리티가 유지되어 만족합니다. 동네 단골집이에요!,5,5,5,5,2019년 3월 27일
797,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브치킨/1,바쁜 시간이라 이해하겠습니다,4,5,5,4,2019년 3월 27일
798,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,바쁜 시간에 시켰는데 빨리오고 치킨도 맛있었어요 :) 감사합니다,5,5,5,5,2019년 3월 27일
799,치킨,강남구 역삼동,BBQ-서초점,sj**님,황금올리브닭다리（반반）/1,역시 비비큐 대박마세요^^,5,5,5,5,2019년 3월 27일
800,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,치킨 조각내주셔서 잘먹었습니다.,5,5,5,5,2019년 3월 27일
801,치킨,강남구 역삼동,BBQ-서초점,sb**님,황금올리브치킨/1,이번엔 반반을 시켰네요ㅎㅎ 역시나 주문하고 얼마 안되서 바로 가져다 주셨어요ㅎㅎ 잘 먹었습니다 감사합니다~~,5,5,5,5,2019년 3월 27일
802,치킨,강남구 역삼동,BBQ-서초점,sb**님,황금올리브（반반）/1,비비큐 너무 잘 애용하고 있어요!! 주문하고 배달도 빠르게 가져다 주시고 무엇보다 후라이드 좋아하는데 너무 맛있네요!!ㅎㅎ 만족합니당,5,5,5,5,2019년 3월 27일
803,치킨,강남구 역삼동,BBQ-서초점,ke**님,황금올리브（반반）/1,배달이 살짝 늦었지만 이벤트 감안하면 좋았구요. 여기지점이 더 나은것 같네요,5,4,5,4,2019년 3월 27일
804,치킨,강남구 역삼동,BBQ-서초점,do**님,"시크릿양념치킨/1,치즈볼＋시즈닝추가/1,콜라 1.25L/1",너무 맛있었어요!!!!,5,5,5,5,2019년 3월 27일
805,치킨,강남구 역삼동,BBQ-서초점,ho**님,황금올리브（반반）/1,"한마리 반반 시켰는데, 가슴 부분 큰 것은 많고, 날개부분 이랑 맛있는 부분은은 한개씩 밖에 없네요. 좀 별로내요.",2,1,1,3,2019년 3월 26일
806,치킨,강남구 역삼동,BBQ-서초점,ia**님,황금올리브닭다리/1,괜찮아요. 치즙 좋아하시는분 추천해요,4,4,4,3,2019년 3월 26일
807,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,배송도 빠르고 맛도 완전굿이네요~~,5,5,5,5,2019년 3월 26일
808,치킨,강남구 역삼동,BBQ-서초점,ki**님,황금올리브핫윙/1,비비큐치킨은 진리죠 👍양도많고 배달도빠르고 할인까지받아서 싸게먹었는데 정말 만족스럽습니다.,5,5,5,5,2019년 3월 26일
809,치킨,강남구 역삼동,BBQ-서초점,va**님,극한왕갈비치킨/1,맛나게 잘 먹었습니다 ㅎㅎ,5,5,5,5,2019년 3월 26일
810,치킨,강남구 역삼동,BBQ-서초점,bo**님,황금올리브반반＋오리지날포테이토/1,아이들이 좋아합니다^^,4,4,4,4,2019년 3월 26일
811,치킨,강남구 역삼동,BBQ-서초점,pi**님,황금올리브（반반）/1,맛과 양 두마리를 잡은 한마리 치킨,5,5,5,5,2019년 3월 26일
812,치킨,강남구 역삼동,BBQ-서초점,t_**님,황금올리브（반반）/1,정신없이 주문 후 전화해서 순살 반반으로 변경했어요~ 친절하게 응해주셔서 감사합니다! 맛있었어요~^^,5,5,5,5,2019년 3월 26일
813,치킨,강남구 역삼동,BBQ-서초점,da**님,"스모크치킨/1,양념소스 추가/1",양념소스 500원주고 추가했는데 스모크소스로 잘못 갖다주셔놓고 전화하니 미안하단 말 한마디 없네요 500원이라 더 말하기도 뭐하고 그냥 스모크로 먹겠다고 하고 끊었네요..,3,3,5,4,2019년 3월 26일
814,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,할인 덕분에 자주 시켜 먹게 되네요 ^^,5,5,4,5,2019년 3월 25일
815,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,배달 짱 빨랐어요! 오래간만에 황금올리브 먹어서 그런지 한조각 크기가 진짜 커보이네요*.*,4,4,5,5,2019년 3월 25일
816,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브닭다리/1,너무맛있습니다 ㅎㅎ 감사해요,5,5,5,5,2019년 3월 25일
817,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브핫윙/1,양념소스 추가/1",나쁘지 않고 좋았어요!,5,5,5,5,2019년 3월 25일
818,치킨,강남구 역삼동,BBQ-서초점,il**님,황금올리브치킨/1,역시 비비큐는 비비큐다 JMT,5,5,3,3,2019년 3월 25일
819,치킨,강남구 역삼동,BBQ-서초점,dk**님,자메이카 통다리구이/1,반값해서 시켰는데 진짜 최악이에요;;다신 안시켜먹을려구요,1,1,1,2,2019년 3월 25일
820,치킨,강남구 역삼동,BBQ-서초점,al**님,극한왕갈비치킨/1,ㅅㅅ맛있습니다요로요로요로,4,4,5,4,2019년 3월 25일
821,치킨,강남구 역삼동,BBQ-서초점,ah**님,극한왕갈비치킨/1,오래만에 많이 시켰네요..나름 좋습니다..,5,5,5,5,2019년 3월 25일
822,치킨,강남구 역삼동,BBQ-서초점,ce**님,황금올리브（반반）/1,반반 맛있어요 양도 많고😋 근데 한조각이 너무 커요 ㅜ ❗❗❗ 다른곳 2~3조각 합친 정도로 커요 😅,5,5,5,5,2019년 3월 25일
823,치킨,강남구 역삼동,BBQ-서초점,손님,순살치즐링/1,진짜 매번 먹을때마다 여기만 시켜먹음 bbq사랑해요ㅠㅠ아 근데 쿠폰 좀 넣어주세요...어느순간부터 쿠폰이 같이 안오네요..,5,5,4,5,2019년 3월 25일
824,치킨,강남구 역삼동,BBQ-서초점,kn**님,극한왕갈비치킨/1,생각했던 맛은 아니었어요. 그래도 잘 먹었습니다.,4,4,4,5,2019년 3월 25일
825,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브닭다리/1,맛있는데 진짜 바쁠땐 빨리안오는게 아쉽,5,5,5,3,2019년 3월 25일
826,치킨,강남구 역삼동,BBQ-서초점,손님,극한왕갈비치킨/1,치킨은적고 껍데기만 너무많네요,3,3,2,4,2019년 3월 25일
827,치킨,강남구 역삼동,BBQ-서초점,손님,자메이카 통다리구이/1,배달하시는분 계속 부르는데 쭉 가시더니 제 앞에서 저한테 전화하셨어요 ㅋㅋ 맛있네요 자메이카 양은 쫌 작아요,5,5,3,5,2019년 3월 25일
828,치킨,강남구 역삼동,BBQ-서초점,lg**님,극한왕갈비치킨/1,쿠폰 적용해서 저렴하게 먹었습니다ㅎㅎ,4,4,5,4,2019년 3월 25일
829,치킨,강남구 역삼동,BBQ-서초점,ha**님,,할인 행사하니까 먹었는데 치킨집에 배달료가 왠말이냐 비비큐 맛있지만 넘나 비싸....ㅠㅠ,3,3,2,2,2019년 3월 25일
830,치킨,강남구 역삼동,BBQ-서초점,hy**님,황금올리브（반반）/1,배달시간은 40분 정도 걸렸어요~ 하지만 따듯하게 와서 맛있게 먹을 수 있었어요:),5,5,4,4,2019년 3월 25일
831,치킨,강남구 역삼동,BBQ-서초점,cs**님,"파닭의꿈（순살바삭칸）/1,쉐킷쉐킷 바베큐맛/1,치킨무 추가/2",배달은 느리고 맛은 별로고 도대체 왜 이런지ㅋㅋㅋ 주문도 취소하고 이런 가게는 망해야합니다. 꼭 망해야합니다. 꼭 망하길 바랍니다.,2,2,2,1,2019년 3월 24일
832,치킨,강남구 역삼동,BBQ-서초점,ye**님,황금올리브（반반）/1,최고로 맛있는데 비쌈........,5,5,5,5,2019년 3월 24일
833,치킨,강남구 역삼동,BBQ-서초점,na**님,황금올리브치킨/1,저렴하게 잘 먹었습니다.,4,4,4,3,2019년 3월 24일
834,치킨,강남구 역삼동,BBQ-서초점,as**님,순살크래커/1,괜찮았어요ㅡ 다 맛있음 사진은갈비통닭으루대체할게요,5,5,5,5,2019년 3월 24일
835,치킨,강남구 역삼동,BBQ-서초점,as**님,순살크래커/1,괜찮았어요ㅡ 다 맛있음 사진은갈비통닭으루대체할게요,5,5,5,5,2019년 3월 24일
836,치킨,강남구 역삼동,BBQ-서초점,pj**님,황금올리브（반반）/1,오이시오이시 자취할땐 역시 치킨반마리,5,5,5,5,2019년 3월 24일
837,치킨,강남구 역삼동,BBQ-서초점,jh**님,"황금올리브（반반）/1,치킨무 추가/1,양념소스 추가/1",맛있게 잘 먹었습니다요~~~,5,5,5,5,2019년 3월 24일
838,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브닭다리（반반）/1,비비큐 특유의 맛이에요,5,5,4,5,2019년 3월 24일
839,치킨,강남구 역삼동,BBQ-서초점,ri**님,황금올리브（반반）/1,맛과 배달 둘다 나쁘지 않았어요,4,4,3,4,2019년 3월 24일
840,치킨,강남구 역삼동,BBQ-서초점,th**님,,ㅇㅅㅇㅅㅇㅅㅇㅅㅇㅅㅇㅅㅇ,4,4,3,3,2019년 3월 24일
841,치킨,강남구 역삼동,BBQ-서초점,he**님,황금올리브（반반）/1,비비큐는 따뜻하게 온적이 없네요 먼 거리도 아닌데 ; 식어서 맛도 별로였어요 양은 많더라고요,1,1,5,1,2019년 3월 24일
842,치킨,강남구 역삼동,BBQ-서초점,zz**님,자메이카 통다리구이/1,어떤맛인지 궁금했는데 행사기간에 먹어볼 수 있어서 넘 좋았어요! 양 적을 것 같았는데 먹다보니 많더라고여!ㅎㅎ 소스도 많이 주셔서 남은건 밥이랑 잘 먹었습니다~~!!,5,5,5,5,2019년 3월 24일
843,치킨,강남구 역삼동,BBQ-서초점,ji**님,황금올리브핫윙/1,"빠른 배송에 감사드려요~ 황금올리브 핫윙, 이벤트 할인적용 받아서 저렴하게 너무 맛있게 잘 먹었어요.",5,5,4,5,2019년 3월 24일
844,치킨,강남구 역삼동,BBQ-서초점,da**님,황금올리브속안심/1,황올 속안심 양도 많고 완전 짱이네요 asmr찍을 수 있을 정도로 바삭했어요,5,5,5,5,2019년 3월 24일
845,치킨,강남구 역삼동,BBQ-서초점,15**님,황금올리브닭다리/1,서초점 말고 다른 곳은 노맛이에요 이벤트 하고 자주 시켜먹어요 존맛!!,5,5,5,5,2019년 3월 24일
846,치킨,강남구 역삼동,BBQ-서초점,손님,스모크치킨/1,배달은 예상시간 50분에 실제로 30분만에 왓구요. 맛도 괜찮아요^^,5,4,4,5,2019년 3월 24일
847,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브닭다리/1,맥주 1,000CC/1",노크하고 놓고 가라고 했는데 그냥 놓고 가셔서 다 식어빠진거 먹었어요 배달 50분떴는데 한시간 되도 안와서 열어보니 상태가 그렇네요 생맥에 황금 올리브 닭다리 2개먹었는데 식어도 괜찮네요,5,5,5,3,2019년 3월 24일
848,치킨,강남구 역삼동,BBQ-서초점,hj**님,황금올리브치킨/1,"오래간만에 먹었는데, .역시 bbq네요. 맛있게 먹었습니다^^",5,5,4,4,2019년 3월 23일
849,치킨,강남구 역삼동,BBQ-서초점,jw**님,황금올리브치킨/1,맛있어요... 황금올리브는 진리입니다...,5,5,5,5,2019년 3월 23일
850,치킨,강남구 역삼동,BBQ-서초점,vi**님,황금올리브（반반）/1,너무 맛있네요! 바삭바삭해요. 근데 쿠폰을 써서 그런가? 조각이 몇개 안 들은 거 같은 느낌이에요. 사진은 먹다가 찍은거라 배달 막 왔을때 모습은 아닙니다. 서비스 콜라도 좋아요.,5,5,3,5,2019년 3월 23일
851,치킨,강남구 역삼동,BBQ-서초점,st**님,황금올리브치킨/1,맛있게 잘 먹었습니다~^^,5,5,5,5,2019년 3월 23일
852,치킨,강남구 역삼동,BBQ-서초점,fr**님,"황금올리브닭다리（반반）/1,bbq크림치즈볼/1",애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵 애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵 애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵 애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵 애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵 애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵 애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵 애~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~애앵,5,5,5,5,2019년 3월 23일
853,치킨,강남구 역삼동,BBQ-서초점,3w**님,자메이카 통다리구이/1,자메이카통다리는 역시 언제 먹어도 맛있네용~ 소스도 많이주시는 것 같네욤,5,5,5,5,2019년 3월 23일
854,치킨,강남구 역삼동,BBQ-서초점,jh**님,"황금올리브치킨/1,볼케이노핫소스_한팩/1",유난히 이 집 치킨이 맛나네요 번창하세요,5,5,5,5,2019년 3월 23일
855,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브치킨/1,항상 즐겨먹어요. 황금올리브 좋아요.,4,4,4,4,2019년 3월 23일
856,치킨,강남구 역삼동,BBQ-서초점,손님,,극한왕갈비 맛있어요!!! 배불러서 다못먹고 다음날 먹었는데 식어도 맛있어요!!!!,5,5,5,5,2019년 3월 23일
857,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,아...졸맛탱...말이필여없네요...,5,5,5,5,2019년 3월 23일
858,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브반반＋코카-콜라 1.25L/1,굿굿굿굿굿굿굿 ㄱㅅ 굿,5,5,3,3,2019년 3월 22일
859,치킨,강남구 역삼동,BBQ-서초점,mk**님,"황금올리브치킨/1,자메이카 통다리구이/1",맛은 늘 먹던 맛~ 배달이 좀 오래 걸렸네요 ㅠ ㅠ,4,4,5,4,2019년 3월 22일
860,치킨,강남구 역삼동,BBQ-서초점,ss**님,"황금올리브닭다리/1,콜라 1.25L/1",바삭하고 맛있습니다. 여전히 속살은 조금 더 익혔으면 합니다.,5,4,5,5,2019년 3월 22일
861,치킨,강남구 역삼동,BBQ-서초점,ss**님,순살크래커/1,바삭합니다. 그데 속살이 약간 덜 익어 살짝 비려요.,4,4,5,5,2019년 3월 22일
862,치킨,강남구 역삼동,BBQ-서초점,sa**님,극한왕갈비치킨/1,영화보고 맛이 궁금해 주문했는데 맛있네요 배달도 친절하시고 자주 먹을듯해요^^,1,1,3,4,2019년 3월 22일
863,치킨,강남구 역삼동,BBQ-서초점,da**님,순살바삭칸/1,순살치킨 사랑해요 허니갈릭도 메뉴에 올라오면 좋겠어요,5,5,5,5,2019년 3월 22일
864,치킨,강남구 역삼동,BBQ-서초점,th**님,"황금올리브닭다리/1,bbq크림치즈볼/1",일단 배달에 너무 놀랐습니다ㅎㅎㅎㅎㅎ 주문한지 20분 좀 넘었는데 도착하더라그여 >< 배달빨라서 너무 좋았구 치킨도 안비리고 살도 토실토실하니 맛나게 잘먹었습니다 ♥ 크림치즈볼은 디저트로 딱이더라구요 깔끔하게 입가심까지ㅎㅎ 기분좋게 배부르고 아주 딱 기분이가 짱입니댱!,5,5,5,5,2019년 3월 22일
865,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브닭다리（반반）/1,진짜 안질리고 완전 맛있다ㅠ,5,5,4,5,2019년 3월 22일
866,치킨,강남구 역삼동,BBQ-서초점,do**님,"황금올리브닭다리/1,맥주 1,000CC/1",비비큐=황금올리브닭다리 그것은 불변의진리,5,5,5,5,2019년 3월 22일
867,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브치킨/1,비비소스 추가/1,양념소스 추가/1",황금올리브는 언제나 짱입니다 ..❤️,5,5,5,5,2019년 3월 22일
868,치킨,강남구 역삼동,BBQ-서초점,ka**님,황금올리브닭다리（반반）/1,진짜 다른점이랑 다르다는 이유 알겠네요 행사덕에 진짜 잘먹었어요 맛있어여,5,5,5,5,2019년 3월 22일
869,치킨,강남구 역삼동,BBQ-서초점,2n**님,황금올리브반반＋크림치즈볼/1,맛있어요. 치즈볼은 생각보다 엄청 느끼했지만 ㅋㅋㅋㅋㅋㅋㅋ 치킨 넘나 맛난거...,5,5,5,5,2019년 3월 22일
870,치킨,강남구 역삼동,BBQ-서초점,my**님,"황금올리브치킨/1,bbq크림치즈볼/1",빠른 배송에 푸짐하고 좋아요,5,5,5,5,2019년 3월 22일
871,치킨,강남구 역삼동,BBQ-서초점,mi**님,"황올＋오리지널포테이토＋콜라1.25/1,치킨무 추가/2,양념소스 추가/1",황올인데 말해뭐해요... 또 먹고 싶어용,5,5,5,5,2019년 3월 22일
872,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브치킨/1,좋아요 맛있었어요 ㅎㅎㅎㅎㅎ,5,5,5,5,2019년 3월 21일
873,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,배달도 빠르고 맛있었어요ㅋㅋㅋ 양도 많구 혼자먹어서 이틀동안 열심히 치킨 먹었네요~~~역시 비비큐!!!,5,5,5,5,2019년 3월 21일
874,치킨,강남구 역삼동,BBQ-서초점,ao**님,황금올리브치킨/1,배달도 빠르고 아주 뜨거운 상태로 왔어요! 맛있게 잘 먹었습니다!,5,5,5,5,2019년 3월 21일
875,치킨,강남구 역삼동,BBQ-서초점,jh**님,자메이카 통다리구이/1,늘 맛나고 좋은 집 콜라도 감사해요~,5,5,5,5,2019년 3월 21일
876,치킨,강남구 역삼동,BBQ-서초점,su**님,순살바삭칸/1,바삭하고 담백해서 맛잇게 잘 먹엇어요 소스 추가 잇으면 다음에는 그렇게 해 봐야겟어요,5,5,5,5,2019년 3월 21일
877,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,맛있게 잘먹었어요ㅎㅎ양념도 맛있네요,5,5,5,5,2019년 3월 21일
878,치킨,강남구 역삼동,BBQ-서초점,ky**님,황금올리브（반반）/1,황금올리브가 맛있다고 주변에서 하도 그러길래 시켰는데...이젠 안시켜먹을거같아요,3,3,3,5,2019년 3월 21일
879,치킨,강남구 역삼동,BBQ-서초점,손님,"자메이카 통다리구이/1,오리지날포테이토/1",맛있슴.. 감자가마싯어요,4,4,4,4,2019년 3월 21일
880,치킨,강남구 역삼동,BBQ-서초점,ck**님,황금올리브（반반）/1,맛있어욭~~♥♥♥♥♥♥,5,5,5,5,2019년 3월 21일
881,치킨,강남구 역삼동,BBQ-서초점,eo**님,"황금올리브핫윙/1,콜라 1.25L/1",행사기간인데도 배달빠르고 맛있게 잘먹었습니다.,5,5,5,5,2019년 3월 21일
882,치킨,강남구 역삼동,BBQ-서초점,손님,시크릿양념치킨/1,뭐 항상 최고죠 ㅋㅋㅋㅋㅋㅋㅋㅋ 매번 여기서 시킵니다,5,5,5,5,2019년 3월 21일
883,치킨,강남구 역삼동,BBQ-서초점,wh**님,시크릿양념치킨/1,바쁘실템데 배달 친절하게 감사합니다,5,5,5,4,2019년 3월 20일
884,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브치킨/1,시크릿양념치킨/1",맛이 좋아요~ 배달도 빨리오고 조으네요~,4,4,4,4,2019년 3월 20일
885,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,양념치킨 매콤하니 제 스타일이에요 비와서 배달하느라 고생하셨을텐데 배달하시는분 친절하셨어요!짱짱👍 역시 비비큐 맛있네요!ㅎㅎ 다만 젓가락이 없어서 아쉬웠어요~ 또 재주문 할께요^^,4,5,3,5,2019년 3월 20일
886,치킨,강남구 역삼동,BBQ-서초점,mi**님,황금올리브치킨/1,배달이 빨랐고 치킨맛도 좋았습니다 ㅋ,5,5,5,5,2019년 3월 20일
887,치킨,강남구 역삼동,BBQ-서초점,my**님,순살크래커/1,맛있었고 배달도 빨랐어요. 단1가지 문제는 나무젓가락을 안줬다는 점,5,5,5,5,2019년 3월 20일
888,치킨,강남구 역삼동,BBQ-서초점,15**님,황금올리브닭다리/1,비와서 걱정했는데 30분만에 오고 치킨도 뜨끈했어요 서초점 존맛이에여 여기 지점이 맛있음!!,5,5,5,5,2019년 3월 20일
889,치킨,강남구 역삼동,BBQ-서초점,st**님,황금올리브（반반）/1,양념반후라이드반 시켰는데 양념에 날개가 없었어요;; 그리고 한조각 안이 시뻘게서 버렸습니다 신경써주세요,2,2,1,3,2019년 3월 20일
890,치킨,강남구 역삼동,BBQ-서초점,fo**님,황금올리브반반＋크림치즈볼/1,맛 있어요~ 이벤트로 가성비도 최고,5,5,5,5,2019년 3월 20일
891,치킨,강남구 역삼동,BBQ-서초점,손님,순살크래커/1,정말맛잇어요! 또이용할게요,5,5,5,5,2019년 3월 20일
892,치킨,강남구 역삼동,BBQ-서초점,do**님,황금올리브（반반）/1,굿임 굿굿임 굿굿임 굿굿임 굿,3,3,4,2,2019년 3월 20일
893,치킨,강남구 역삼동,BBQ-서초점,ja**님,황금올리브（반반）/1,치킨은 비비큐! 늘 반반 !,5,5,5,5,2019년 3월 20일
894,치킨,강남구 역삼동,BBQ-서초점,bu**님,극한왕갈비치킨/1,솔직히 내취항의 맛은 아닌듯...,5,3,5,5,2019년 3월 20일
895,치킨,강남구 역삼동,BBQ-서초점,손님,자메이카 통다리구이/1,그냥 말이필여없습니다 쵝오..,5,5,5,5,2019년 3월 20일
896,치킨,강남구 역삼동,BBQ-서초점,xi**님,황금올리브닭다리/1,배달도 빠르고! 맛있고! 최고!,5,5,5,5,2019년 3월 20일
897,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브치킨/1,이번엔 정말 훌륭한 치킨이네요! 잘먹었습니다,5,5,5,4,2019년 3월 20일
898,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,"너무 맛있어요! 역시 기대를 저버리지 않는 황금 올리브,, 정말 잘 먹었습니다 더 번창하세요!!!",5,5,5,5,2019년 3월 20일
899,치킨,강남구 역삼동,BBQ-서초점,손님,시크릿양념치킨/1,시크릿 양념치킨 처음 먹어보는데 서초점 후기가 좋아서 시켰는데 너무 맛있게 잘 먹었어요 !,5,5,5,4,2019년 3월 20일
900,치킨,강남구 역삼동,BBQ-서초점,ww**님,자메이카 통다리구이/1,맛있습니다~! 강추해요~~!,5,5,4,5,2019년 3월 20일
901,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,비비큐 좋아하는데 이번에 기름이 너무 많았어요..,3,3,5,3,2019년 3월 20일
902,치킨,강남구 역삼동,BBQ-서초점,co**님,황금올리브치킨/1,저번에 집에서 더 가까운 곳에서 똑같이 황금올리브 시켰었는데 여기가 더 맛있어요! 앞으로 서초점에서 먹어야겠어요,5,5,5,5,2019년 3월 20일
903,치킨,강남구 역삼동,BBQ-서초점,hw**님,극한왕갈비치킨/1,"극한왕갈비치킨 그냥 괜찬은 맛이였어요~ 막 그렇게 엄청 맛있지는 않았던거 같아요~ 가격이 21,000원은 좀 비싼듯. 일반치킨에 비해 양이 더 많은건지 양은 좀 푸짐한 느낌이였습니다. BBQ는 역시 기본 후라이드가 짱인듯! 갈비라 손으로 잡고 뜯으라고 젓가락을 안주신건지..? 고건 좀 불편!!",4,4,5,5,2019년 3월 19일
904,치킨,강남구 역삼동,BBQ-서초점,gr**님,시크릿양념치킨/1,닭에서 냄새도 안나고 맛있었어용,4,3,4,3,2019년 3월 19일
905,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,느리다 식었다 평이 있어서 걱정 했는데 배달도 빠르고 괜찮았어요,5,5,5,5,2019년 3월 19일
906,치킨,강남구 역삼동,BBQ-서초점,ta**님,황금올리브속안심/1,연달아 2일 주문했는데 너무 맛있어요!!,5,5,5,5,2019년 3월 19일
907,치킨,강남구 역삼동,BBQ-서초점,jh**님,"황금올리브치킨/1,치킨무 추가/4,볼케이노핫소스_한팩/1",오늘 후라이드 정말 맛있었어요 살 부드럽고 잘튀겨졌어요 정말 치킨 잘하는집 이에요~~ 치킨무 너무 많이 추가했나봐요 딱 추가한 양만 더 왔네요 기본 치킨무 1개도 주시는 줄 알았는데 ㅠ 암튼 대만족이라서 또 주문할게요^^,5,5,5,5,2019년 3월 19일
908,치킨,강남구 역삼동,BBQ-서초점,en**님,황금올리브핫윙/1,비비큐가 비비큐 하ㅐㅆ다,5,4,5,4,2019년 3월 19일
909,치킨,강남구 역삼동,BBQ-서초점,co**님,황금올리브（반반）/1,행사땜시 주문했는데 점점 조각수가 적어지네요 먹기 너무 힘들어요,1,1,1,1,2019년 3월 19일
910,치킨,강남구 역삼동,BBQ-서초점,hy**님,황금올리브（반반）/1,너무너무맛잇게잘먹었어요><,5,5,5,5,2019년 3월 19일
911,치킨,강남구 역삼동,BBQ-서초점,pi**님,황금올리브（반반）/1,맛이쪄어어어어어엉💕💕💕💕,5,5,5,5,2019년 3월 19일
912,치킨,강남구 역삼동,BBQ-서초점,na**님,"황금올리브치킨/1,bbq크림치즈볼/1",할인가로 구매했습니다. 배송도 빠르고 친절하셨습니다. 퍽퍽살 닭에서 잡내가 많이 올라와서 아쉬웠지만 나중에 다시 주문 해 볼게요.,3,3,5,5,2019년 3월 18일
913,치킨,강남구 역삼동,BBQ-서초점,re**님,황금올리브（반반）/1,배달이 진짜 빨랐고 맛은 뭐 BBQ니까 당연히 굳!!,5,5,5,5,2019년 3월 18일
914,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브치킨/1,배달도 빠르고 맛도괜찮습니다,4,4,4,4,2019년 3월 18일
