,index,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date
715,60,또래오래-독산가산점,gh**님,후반양반＋바삭한근위튀김/1(세트 옵션변경(한마리)),닭똥집은 제 취향이 아닌걸로 다른 것은 잘 먹었습니다,4,4,4,5,2021년 7월 24일
716,66,또래오래-독산가산점,jj**님,후반양반＋바삭한근위튀김/1(세트 옵션변경(순살（다리살）)),배달이 많이 밀리는거 빼면 다 괜찮았음 좀 많이 식어서 오긴 했지만 닭똥집 튀김은 베리 굳이었음,4,5,4,1,2021년 7월 23일
717,1,따로닭-신림2호점,ba**님,"달콤마늘반닭＋고추맵반닭/1(치킨 선택(뼈（국내산 하림 냉장）)),치킨무 1개/1",조금 싱거워요 소스가 잘버무려지지않았어요,4,3,3,5,5시간 전
718,18,따로닭-신림2호점,be**님,후라이드닭 （TOP.테이터펍스）/1(치킨 선택(뼈（국내산 하림 냉장）)),사장님 친절하시게 다른 날로바꿔주셨어요 감삼다 리뷰이벤트해써요,4,3,4,4,5일 전
719,36,따로닭-신림2호점,ch**님,"후라이드반닭＋고추맵반닭/1(치킨 선택(뼈（국내산 하림 냉장）),소스 선택(치즈시즈닝가루))",개인적으로 치킨이 안짜서 좋아욤맛있어용,4,4,4,4,2021년 7월 18일
720,42,따로닭-신림2호점,di**님,"달달양념반닭＋달콤마늘반닭/1(치킨 선택(뼈（국내산 하림 냉장）),양념 선택(달달양념))",분배달소요라해서 주문했는데시간만에 받았네요잠깐내린 폭우때문에 배달기사가 밀렸다고 사장님이 직접가져오셨대서 별말안하고 먹었네요치킨은 맛있었어요꽈리고추가 맛을더하네요근데 양은 쫌 작아요,4,5,4,3,2021년 7월 16일
721,67,따로닭-신림2호점,fu**님,"달달양념닭 （TOP.고구마큐브）/1(치킨 선택(뼈（국내산 하림 냉장）),양념 선택(달달양념))",잘먹었습니다 감사해요,4,4,4,,2021년 7월 7일
722,4,호식이두마리치킨-상도1점,ch**님,"뿌라이드 순살＋뼈한마리/1(뿌라이드 소스선택(뿌라이드（어니언&핫치즈）),치킨소스 선택(간장소스),기본음료선택(콜라 기본),추가선택(달콤마요소스추가,양념컵추가))",맛있게 잘먹었어요 자주이용할게요,4,5,4,4,3일 전
723,6,호식이두마리치킨-상도1점,na**님,"순살치킨 ＋ 순살치킨/1(순살 소스선택(후라이드),순살 소스선택(양념),기본음료선택(콜라 기본))",빠른배달 감사합니다 잘먹었습니다,4,5,5,5,4일 전
724,18,호식이두마리치킨-상도1점,dh**님,"순살치킨 ＋ 순살치킨/1(순살 소스선택(후라이드),순살 소스선택(후라이드),기본음료선택(콜라 기본))",양도 많고 바삭하고 맛있어요,4,4,4,5,2021년 7월 19일
725,26,호식이두마리치킨-상도1점,ly**님,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택(매운간장),뼈 소스선택(후라이드),기본음료선택(콜라 기본))",오늘 매운간장은 지나칠 정도로 너무 매웠습니다,4,4,5,4,2021년 7월 17일
726,56,호식이두마리치킨-상도1점,na**님,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택(후라이드),뼈 소스선택(양념),기본음료선택(콜라 기본))",잘 막었습니다 양 진짜 많음,4,4,5,5,2021년 7월 11일
727,73,호식이두마리치킨-상도1점,lh**님,"순살치킨 ＋ 순살치킨/1(순살 소스선택(간장),순살 소스선택(후라이드),기본음료선택(콜라사이즈업))",순살인데 뼈가 하나 섞였더라구여이부러지는줄 그래도 배달빠르고 맛있어요 ,4,3,5,5,2021년 7월 5일
728,90,호식이두마리치킨-상도1점,hy**님,"뼈한마리 ＋ 뼈한마리/1(뼈 소스선택(후라이드),뼈 소스선택(양념),기본음료선택(콜라 기본))",빠른 시간에 배송 잘 받았습니다,4,4,4,5,2021년 6월 24일
729,2,용구비어-신림역점,ms**님,감자＋쥐포튀김＋왕치즈볼（5개）/1,으음 이제 배달시간 만족합니다 그런데요 치즈볼이 많이 뜨거웠나봐요 녹았어욪,4,4,4,4,2021년 4월 28일
730,4,용구비어-신림역점,se**님,"순살치킨바스켓＋쥐포튀김/1,치킨양념/1",지난번엔 양도 더 많고 치킨만 있었는데 이번엔 너겟이 들어있네요,4,4,4,3,2021년 4월 18일
731,8,용구비어-신림역점,ws**님,"오징어튀김/1,어묵깡/1,쥐포튀김/1",맥주안주에 굿 오징어튀김이 살짝 가격대비 작고 기름지긴햇지만 전체적으로 맛잇엇어요,4,4,4,4,2021년 3월 3일
732,26,용구비어-신림역점,손님,탕수육＋어묵깡＋음료수/1(음료 선택(콜라)),튀김이바싹 해서 과자 느낌 이었어욤 맥주 랑 같이 먹으면 굿일것 같네요  소스가 맛있어욤,4,4,4,5,2020년 4월 6일
733,8,1962옛날통닭-가산점,ha**님,"옛날통닭 9900원 한마리/1,반반（순살후라이드＋순살양념）/1",매운맛이 조금조절되었으면 더욱 맛난듯합니다,4,4,4,4,2021년 6월 12일
734,12,1962옛날통닭-가산점,da**님,떡볶이＋치킨한마리＋콜라/1,옛날 통닭 생각하시면 될 듯합니다,4,4,3,5,2021년 5월 17일
735,15,1962옛날통닭-가산점,ej**님,"옛날통닭 9900원 한마리/1,떡볶이＋치킨반마리/1",떡볶이  치킨반마리팝콘치킨인줄 몰랐어요팝콘치즈 싫어요 살은없고 껍데기가 반  맛은 있지만 담엔 그냥 통닭 마리로 시킬거예요 떡볶이는 그냥 그런데떡은 좋은걸 쓰시는지 아주 쫄깃하고 맛있어요,4,4,4,5,2021년 4월 23일
736,19,1962옛날통닭-가산점,ze**님,세트（순살양념＋순살마늘＋콜라1.25L）/1,식어서근런근지 닭튀솥김이 좀 오래된듯 한 맛이네요 소떡소떡이제일 낫네요,4,3,3,4,2021년 4월 10일
737,22,1962옛날통닭-가산점,bi**님,"옛날통닭 9900원 한마리/1,반반（순살후라이드＋순살양념）/1,사이다1.25L/1",맛있었으요또주문할꺼예요배달은 좀 기다렸던듯,4,4,4,3,2021년 4월 2일
738,24,1962옛날통닭-가산점,iv**님,세트（순살후라이드＋순살마늘＋콜라1.25L）/1,배달 늦긴 한데 맛있네요 사과를 바라는 건 아닌데 배달이 늦은 걸 너무 당연스럽게 말씀하시니 할 말이 없네요,4,5,5,1,2021년 3월 28일
739,29,1962옛날통닭-가산점,je**님,"옛날통닭 9900원 한마리/1,감자튀김/1,소떡소떡（1）/1",자주시켜먹는 곳 한가지 아쉬운건 매번 감자튀김이 바뀐다는 첫번째만 사진과같은 감자튀김이구 그담은 웨지감자 이번은 해쉬브라운감자 이게 뭡니까 당최미리 공지를하덩가 사진을바꾸던가 황당합니다,4,4,5,5,2020년 12월 4일
740,37,1962옛날통닭-가산점,le**님,"옛날통닭 9900원 한마리/1,콜라1.25L/1",좋아요 다음에 또 주문하려구요,4,4,4,4,2020년 8월 18일
741,48,1962옛날통닭-가산점,ss**님,옛날통닭 9900원 한마리/1,감사합니다,4,4,5,5,2020년 7월 4일
742,60,1962옛날통닭-가산점,gu**님,옛날통닭 두마리 17000원＋콜라500mL/1,맛있게 잘 먹었습니다 포장지 조금 개선하면 더 좋을거 같네요,4,4,5,3,2020년 3월 30일
743,65,1962옛날통닭-가산점,cr**님,"옛날통닭 두마리 17000원＋콜라500mL/1,파치킨소스 추가/1,콜라1.25L/1,참이슬 후레쉬/3",사진은 없어요 배달 대행이라 그런지 여전히 눅눅하고 배달이 늦었어요 맛은 좋은데 튀김 옷이 눅눅한게 함정 이랄까,4,4,5,3,2020년 2월 23일
744,4,지코바치킨-시흥1호점,we**님,순살양념（보통맛）/1,면사리 국룰이쥬 닭고기 실하고 떡사리도 완전 굿 지코바는 사랑입니다,4,4,4,4,4일 전
745,13,지코바치킨-시흥1호점,ki**님,순살양념（보통맛）/1(추가메뉴(떡사리)),맛있네요 빠른배달 보통,4,3,4,4,일주일 전
746,27,지코바치킨-시흥1호점,yo**님,순살양념（보통맛）/1,맛있어요 좀 짠 감은 있네요 다음엔 매운맛 도전해봐야겠어요,4,4,4,5,2021년 7월 10일
747,42,지코바치킨-시흥1호점,co**님,순살양념（보통맛）/1,너무 맛나요 근데 배달원이 무겁게 생긴 아저씨인데 마스크도 제대로 안쓰고 인상 팍팍 쓰네요 수염기르고 키 작고 지저분하게 생긴 시커먼 아저씨인데 이런 지저분한 배달원은 첨 봤어요 정말 멋지고 고생하시는 배달원 분등 많은데요 정말 지저분한 배달원이에요 배달 시킬때 문앞 배달 시키세요 문앞 배달 안시켰다가 낭패 봤어요,4,5,5,1,2021년 6월 20일
748,10,삼겹김치볶음컵밥도시락,nc**님,냉김치말이국수/2,육수 양이 눈에 띄게 줄어서 좀 실망입니다 다음엔 괜찮을거라 믿겠습니다,4,4,4,5,2021년 4월 13일
749,19,삼겹김치볶음컵밥도시락,an**님,"특소등심 컵밥（소등심＋삼겹＋스팸＋참치마요）/1(토핑 추가(숙주 추가,양파 추가,오리 추가))",시분주문  시 분도착 전화 번째에 받으셔서 누락으로 늦게 받았습니다 양은 항상많고 맛도 좋고 사장님 배 배달이 바빠도 요기요도 신경써주세요,4,5,5,1,2020년 12월 9일
750,26,삼겹김치볶음컵밥도시락,dn**님,"컵밥（삼겹＋스팸＋날치알）/1(토핑 추가(날치알 추가)),세트（특치즈＋등심돈까스）/1,냉김치말이국수/1",컵밥역시 맛있고 가성비좋네요,4,4,4,4,2020년 10월 11일
751,47,삼겹김치볶음컵밥도시락,wh**님,"새우볶음밥/1,냉김치말이국수/1",국수는 너무 좋은데요 컵밥은 보안이 필요하다고 제 생각 입니다,4,4,5,5,2020년 6월 4일
752,48,삼겹김치볶음컵밥도시락,ta**님,"컵밥（삼겹＋스팸＋날치알）/1(토핑 추가(양파 추가,제육 추가)),냉김치말이국수/1",김치말이국수는 육수가 짱였어요 컵밥도 맛있었는데돼지고기가 조금 냄새가 나서 별하나 뺐어요 ,4,4,5,5,2020년 5월 25일
753,54,삼겹김치볶음컵밥도시락,an**님,"컵밥（삼겹＋치킨마요）/1,특고기대박 컵밥（삼겹＋제육＋오리＋떡갈비＋스팸＋비엔나＋참치마요）/1(토핑 추가(숙주 추가))",생각 날때 시켜먹는곳 맛 보통오늘은 치킨네겟이 덜 데워졌네요 양은 푸짐 배달시간은 맞춰왔으나 한쪽으로 쏠리고 국물 흘러서 넘쳐오고 했네요,4,4,5,1,2020년 1월 28일
754,56,삼겹김치볶음컵밥도시락,ja**님,"컵밥（삼겹＋제육）/2,컵밥（삼겹＋치킨마요）/2,특삼겹 컵밥（삼겹마니＋스팸＋비엔나）/1,특함박 컵밥（함박＋삼겹＋스팸＋참치마요）/1,특고기대박 컵밥（삼겹＋제육＋오리＋떡갈비＋스팸＋비엔나＋참치마요）/1,세트（삼겹제육＋고기군만두 5개）/1(토핑 추가(숙주 추가)),콜라/4,사이다/3",양도 많고 맛도 괜찮다,4,4,5,4,2020년 1월 12일
755,76,삼겹김치볶음컵밥도시락,kn**님,"특목살 컵밥（목살마니＋삼겹＋스팸＋참치마요）/1(토핑 추가(피자치즈 추가,양파 추가,계란후라이 2개 추가,베이컨 추가))",처음 시켰는데 정말 잘먹었습니다,4,4,5,5,2019년 10월 13일
756,81,삼겹김치볶음컵밥도시락,sk**님,"특목살 컵밥（목살마니＋삼겹＋스팸＋참치마요）/2,갈비군만두 10개/1",맛있고 양도 많은데 배달이 분걸린다고하고도 분 더 지나서 왔어요,4,5,5,2,2019년 10월 9일
757,82,삼겹김치볶음컵밥도시락,oi**님,"컵밥（스팸참치마요）/1(토핑 추가(계란후라이 2개 추가)),특삼겹 컵밥（삼겹마니＋스팸＋비엔나）/1(토핑 추가(계란후라이 2개 추가,베이컨 추가))",뭔가 잘못 보네신것같지만 맛있게 잘먹었습니다 특은 하나 시켰는데 똑같은 특이 두개가 왔네요,4,5,5,5,2019년 10월 9일
758,83,삼겹김치볶음컵밥도시락,wh**님,"특목살 컵밥（목살마니＋삼겹＋스팸＋참치마요）/1(토핑 추가(계란후라이 2개 추가)),제육볶음 200g/1",목살 시켰는데 목살이 안왔네요,4,4,5,2,2019년 10월 9일
759,87,삼겹김치볶음컵밥도시락,br**님,"컵밥（삼겹＋참치마요）/1,삼겹볶음면/1,즉석국물떡볶이（만두계란포함）/1,사이다/1",잘먹었어요만족합니당,4,4,5,4,2019년 10월 6일
760,91,삼겹김치볶음컵밥도시락,ga**님,"컵밥（삼겹＋스팸＋날치알）/1(토핑 추가(참치마요 추가)),냉김치말이국수/1,콜라/1,사이다/1",참치마요 추가가 안왔어요,4,5,5,5,2019년 10월 4일
761,95,삼겹김치볶음컵밥도시락,92**님,"컵밥（삼겹＋오리훈제）/1,소고기볶음밥/1,콜라/1",전체적으로 간이 쎄고 학교급식느낌의 짠느낌은 어쩔수없음  하지만 듬뿍 넣어준 정성은 최고,4,3,5,5,2019년 9월 23일
762,100,삼겹김치볶음컵밥도시락,손님,"특고기대박 컵밥（삼겹＋제육＋오리＋떡갈비＋스팸＋비엔나＋참치마요）/1,삼겹＋베이컨볶음면/1(토핑 추가(계란후라이 2개 추가,빅소세지 추가))",양 엄청 많아요 맛도 있구용 가격대비 혜자입니당,4,4,5,5,2019년 9월 14일
763,104,삼겹김치볶음컵밥도시락,kw**님,"특고기대박 컵밥（삼겹＋제육＋오리＋떡갈비＋스팸＋비엔나＋참치마요）/1(토핑 추가(피자치즈 추가,계란후라이 2개 추가,삼겹 추가,베이컨 추가))",맛은 괜찮은데 밥 담는 용기가 종이라서 그런가 밑에가 터져서온,4,4,4,4,2019년 9월 8일
764,11,네네치킨-구로1점,sm**님,후라이드（핫）/1,핫인데 매운맛에 뱔로안느껴지네요,4,3,5,4,4일 전
765,15,네네치킨-구로1점,be**님,레드마요치킨/1,가성비 굿입니다 맥주안주로 최고인듯 잘 먹었습니다,4,4,4,4,5일 전
766,16,네네치킨-구로1점,qw**님,레드마요치킨/1,별로일줄알았는데 생각보다 괜찮네요 무엇보다 치킨상태가 괜찮았어요 재구매의향 잇습니다,4,4,4,5,5일 전
767,62,네네치킨-구로1점,dm**님,레드마요치킨/1,젓가락 수저 안줬어요 ,4,5,5,4,2021년 7월 21일
768,83,네네치킨-구로1점,ko**님,"뼈 반반/1(반마리 선택(어니언스노윙반,오리엔탈파닭반))",배달도 빨랐고 맛있어요 양이 좀 아쉬움,4,4,3,4,2021년 7월 19일
769,1,코리엔탈깻잎두마리치킨-독산점,tu**님,"두마리 2가지맛 선택/1(치킨선택1(（NEW）치즈킹치킨),치킨선택2(슈프림 양념))",음식은 양도 많고 맛도 있고 한데 배달 받아보니 아주 잘 버무려져 있더라고요  배달 빼곤 너무 만족하게 잘먹었습니다 자주 주문하겠습니다,4,5,5,4,13시간 전
770,16,코리엔탈깻잎두마리치킨-독산점,su**님,"두마리 2가지맛 선택（뼈）/1(치킨선택1(（BEST）수원 왕갈비치킨),치킨선택2(후라이드))",사진 못찍었지만 잘먹었어요,4,3,4,4,2021년 7월 25일
771,31,코리엔탈깻잎두마리치킨-독산점,kn**님,[레드라벨]불마왕치킨 두마리 세트/1(치킨선택1(후라이드)),푸짐하고 맛있어요 후라이드가 좀 더 바싹하면 좋겠네요,4,4,5,4,2021년 7월 21일
772,40,코리엔탈깻잎두마리치킨-독산점,dn**님,"두마리 2가지맛 선택/1(치킨선택1(（NEW）치즈킹치킨),치킨선택2(（추천）눈꽃스윗치즈))",처음켜봐요 치즐링 너무 느끼해요,4,5,5,5,2021년 7월 14일
773,47,코리엔탈깻잎두마리치킨-독산점,al**님,"두마리 2가지맛 선택/1(치킨선택1(（BEST）수원 왕갈비치킨),치킨선택2(간장))",맛있고 배달도 빨라서 좋습니다 닭조각 크기도 커서 배부르게 잘 먹었습니다,4,5,4,5,2021년 7월 13일
774,90,코리엔탈깻잎두마리치킨-독산점,wo**님,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(（인기）양념))",치킨이 다식어서 차갑게왔네요 그래도 맛있습니다 번창하세요,4,4,4,5,2021년 7월 9일
775,8,맘스터치-영등포구청역점,ks**님,"불싸이버거 세트/1,불싸이버거 세트/1(사이드추가선택(코울슬로)),통새우버거 단품/1",오전 시에 시켰는데 시간 걸렸네요 점심주문이 일찍부터 밀리나봐요 다음엔 더 일찍 시켜야겠어요,4,5,5,2,2021년 7월 21일
776,10,맘스터치-영등포구청역점,72**님,"특가）맘스양념싸이순살/1,특가）치즈뿌치싸이순살/1,특가）치파오싸이순살/1",이른 저녁 시간이라서 그런지 예상 시간보다 빨리 왔어요 근데 순살을 주문했는데 순살반 껍질반이네요 껍질 좋아하시는 분이면 좋았겠지만 순살을 기대했다 좀,4,4,5,5,2021년 7월 18일
777,14,맘스터치-영등포구청역점,ku**님,"치즈홀릭버거（체다） 세트/1(감자변경(케이준양념감자（R）사이즈업)),싸이플렉스버거 세트/1,언빌리버블버거 세트/1(감자변경(치즈감자로 변경))",양도 맛도 좋은데 체다치즈의 경우는 배송이 바쁠때는 주문을 하지 않는 것이 좋을 것 같다는 생각했습니다 치즈가 영  광고와 달라도 너무 달랐습니다 코로나로 점심시간이라 배송은 어쩔 수 없나봅니다,4,4,5,1,2021년 7월 13일
778,36,맘스터치-영등포구청역점,11**님,"할라피뇨통살버거 세트/1(감자변경(베이컨치즈감자로 변경)),바삭크림치즈볼（4조각）/1,콘샐러드/1",여기 치즈볼이 젤 맛있어서 먹고 싶어서 시켰어요  포장을 정말 꼼꼼하게 해주시네요 배달도 빨리왔고 잘 먹었습니다,4,3,4,5,2021년 6월 6일
779,39,맘스터치-영등포구청역점,ko**님,"싸이버거 세트/3,불싸이버거 세트/2,양념치킨싸이버거 단품/1,간장마늘싸이버거 단품/1,싸이버거 단품/1",믿고 먹는 맘스터치예요 예전에 비해 전 체인점 모두 패티 사이즈가 줄어들기는 했지만 그래도 맛있게 먹었습니다  대신 점심시간대라 배달이 많이 늦었어요 ,4,5,5,4,2021년 6월 1일
780,52,맘스터치-영등포구청역점,11**님,"싸이버거 세트/1,코울슬로/1,바삭크림치즈볼（4조각）/1,콘샐러드/1",진짜 맛있 게먹었어요 그리고 치즈볼 짐짜 그 어디서 먹은 치즈볼보다 맛있어요 앞으로 맘터에선 꼭 치즈볼 시킬게요,4,5,4,3,2021년 5월 20일
781,55,맘스터치-영등포구청역점,sk**님,치즈뿌치버거세트（치즈볼）/1,배달 굿 양 굿 맛 굿,4,4,4,4,2021년 5월 17일
782,10,BBQ-가산디지털단지점,di**님,황금올리브치킨/1,평소보다 식어서 왔네요 잘 먹었습니다,4,4,4,4,2021년 7월 18일
783,25,BBQ-가산디지털단지점,na**님,핫황올 블랙페퍼 순살/1,가격이 좀 비싸나 양이 많아 괜찮네요,4,4,4,4,2021년 7월 4일
784,34,BBQ-가산디지털단지점,lk**님,바삭칸 치킨/1,원하는 시간보다 살짝 늦게 나옴 충분히 기다릴 수 있는 시간이었음 일회용 젓가락 챙겨달라 체크했는데 안 넣어줌,4,4,5,,2021년 7월 2일
785,75,BBQ-가산디지털단지점,ss**님,"메이플버터갈릭（4개）/1,황금올리브치킨순살양념/1",뼈없는양념치킨 시켯는데 닭이 너무 퍼석해여  원래 비비큐꺼가 그런건지  광희나는치킨은 너무 소스가 많아서 아렸어여 저한텐 너무 짰습니다,4,4,4,4,2021년 6월 23일
786,103,BBQ-가산디지털단지점,sk**님,황금올리브닭다리（반반）/1,박스안 전단지에는 마스크증정이라고 하고 막상 없으니 아쉽네요,4,4,5,5,2021년 5월 8일
787,108,BBQ-가산디지털단지점,ys**님,극한왕갈비치킨/1,요청사항확인좀하세요 계단층에두라는걸 굳이 확인도안하고 전화까지하고 배달원때문에 다시는 주문안할듯요 멋대로판단하지말고 요청사항들어주세요,4,5,5,1,2021년 5월 7일
788,12,청년이닭-금천점,ju**님,"청년반반세트（후반＋양반＋콜라500mL）/1(뼈 or 순살 선택(뼈),반마리치킨 추가 선택(후라이드반마리（순살）추가))",애기가 먹기엔 후라이드가 맵지만 맛은 있네요,4,4,3,4,2일 전
789,34,청년이닭-금천점,en**님,"청년반반세트（후반＋양반＋콜라500mL）/1(뼈 or 순살 선택(뼈),추가 선택(콜라1.25L로 변경))",포장도 아주 좋고 요청사항도 잘들어주셔서 맛있게 잘먹었습니다,4,4,5,5,2021년 7월 21일
790,53,청년이닭-금천점,y1**님,청년후라이드/1(뼈 or 순살 선택(뼈)),튀김옷이벗겨진것이 튀김옷에신경줌써주세요 기분이별루내요,4,4,5,5,2021년 6월 26일
791,83,청년이닭-금천점,kj**님,청년반반세트（뿌링치즈반＋양념반＋콜라500mL）/1(뼈 or 순살 선택(뼈)),감자튀김 서비스 감사합니다 잘 먹었습니다,4,4,5,5,2021년 5월 27일
792,85,청년이닭-금천점,yo**님,청년반반세트（뿌링치즈반＋양념반＋콜라500mL）/1(뼈 or 순살 선택(뼈)),굉장히 잘먹었습니다 또 시켜먹을거에요 특히 양념치킨 어떻게하신건지 먹어본 양념중에 제일 바삭했음,4,5,4,,2021년 5월 24일
793,99,청년이닭-금천점,yd**님,청년반반세트（후반＋매운양반＋콜라500mL）/1(뼈 or 순살 선택(뼈)),처음 시켜봤는데 처음에 양이 적어서 좀 그랬는데 후라이드랑 매운 양념 다 맛있습니다,4,5,4,4,2021년 5월 1일
794,8,쁘이치킨-봉천점,mi**님,두마리세트1（후라이드＋후라이드＋콜라1.25L）/1,맛은 있었습니다 그런데 치킨 자체가 너무 짜서 먹고나서 속이 불편할 정도였어요,4,3,5,5,5일 전
795,29,쁘이치킨-봉천점,to**님,후라이드반＋양념반/1(뼈or순살 선택(뼈)),잘먹었습니다,4,3,3,5,2021년 7월 9일
796,9,노랑통닭-노량진점,gl**님,엄청큰깐풍치킨/1(뼈or순살 선택(순살)),시간 반만에 받았어요 시간 지나서 전화했는데 주문이 폭주해서 배달이 출발했는지도 확인이 안 된다고 최대한 빨리 배달해주겠다고 하시더라구요 배달이 늦는 건 참고 이해할 수 있는데 순살 주문했는데 순살 반 뼈 반으로 배달이 됐어요 바빠서 정신없는 것 이해는 합니다만 그래도 기분이 유쾌하진 않네요 장사가 너무 잘 돼도 힘드시겠어요 비꼬는 거 아닙니다 혹시나 오해 안 하시길,4,4,5,3,2일 전
797,58,노랑통닭-노량진점,ot**님,순살3종셋트/1,그럭저럭 먹을만 했어요,4,5,5,,2021년 7월 15일
798,69,노랑통닭-노량진점,co**님,"엄청큰반반치킨/1(뼈or순살 선택(뼈),맛 선택(양념＋깐풍),음료 변경(콜라 1.25L로 변경))",절단하고 부셔진뼈가 너무많아요 닭자르고 씻던지 고르던지 먼가는 하셔야할듯  목에 걸려 큰일날뻔 했어요,4,5,4,5,2021년 7월 9일
799,14,치킨클라스-본점,ma**님,"한마리 반반 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(순살),치킨 선택(후라이드치킨,간장치킨),사이드 추가 선택(콜라 1.25L 로 변경))",적당히 잘 먹었습니다,4,4,4,4,일주일 전
800,23,치킨클라스-본점,ka**님,"한마리 반반 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(순살),치킨 선택(치즈스노잉치킨,양념슈프림치킨))",잘먹었습니다 시키고나니깐 비가 엄청오네요,4,4,4,5,2021년 7월 16일
801,43,치킨클라스-본점,zo**님,"한마리 반반 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(순살),치킨 선택(후라이드치킨,양념치킨))",무난합니다 잘먹었어요,4,4,4,4,2021년 6월 14일
802,59,치킨클라스-본점,xh**님,"한마리 반반 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(뼈-크리스피),치킨 선택(후라이드치킨,양념치킨)),카스 병（500mL）/1",맛있는데 닭이 막 크진 않네요,4,5,4,4,2021년 5월 31일
803,66,치킨클라스-본점,mj**님,"한마리 반반 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(뼈-크리스피),치킨 선택(후라이드치킨,간장치킨),사이드 추가 선택(치즈볼 4개 추가))",새벽에 맛있게 먹었습니다 치즈볼 규격품이겠지만 좀 작아서 아쉽네요,4,4,3,4,2021년 5월 30일
804,68,치킨클라스-본점,gk**님,"한마리 반반 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(뼈-크리스피),치킨 선택(후라이드치킨,양념치킨),사이드 추가 선택(순살후라이드（S）))",몇호닭인지 정보란에 기재하셨음 좋았겠네요 닭 맛은 무난합니다,4,4,3,5,2021년 5월 29일
805,93,치킨클라스-본점,au**님,"두마리 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(순살),치킨 선택 1(후라이드치킨),치킨 선택 2(파겨자치킨))",전체적으로 좋았어요 그런데 약간 딱딱한 느낌,4,4,5,5,2021년 5월 15일
806,99,치킨클라스-본점,sh**님,"한마리 반반 치킨세트（치킨＋치킨무＋콜라500mL）/1(뼈 or 순살 선택(뼈-크리스피),치킨 선택(양념치킨,타르타르어니언치킨))",오랜만에 먹는 클래식한 치킨맛이엿어요,4,5,5,5,2021년 5월 8일
807,109,치킨클라스-본점,su**님,"윙＋봉의 클라스/1(소스 선택(후라이드（소금＋머스타드）),사이드 추가 선택(콜라 1.25L 로 변경))",재주문 많이하는곳 늘 괜찮습니다 감사히 잘 먹었습니다,4,4,5,5,2021년 5월 6일
808,13,꿀벌닭강정,11**님,꿀벌강정/1(사이즈 선택(큰박스)),오늘은 이상하개 젖어서 왔네요,4,4,4,4,2020년 6월 7일
809,17,꿀벌닭강정,an**님,꿀벌강정/1(사이즈 선택(큰박스)),치킨무 빼달라고 요청드렸었는데 못보셨나봐요  양도 많고 맛있었습니다,4,4,5,5,2020년 4월 17일
810,18,푸라닭-독산점,ho**님,블랙투움바/1,배달 거의 분만에 왔어요,4,4,4,5,2021년 7월 25일
811,45,푸라닭-독산점,sh**님,블랙마요/1,양은 적지만 맛있게 먹었어요 감자도 간만에 맛나네요,4,4,4,4,2021년 7월 10일
812,21,공룡도배부른안심탕수육&치킨-봉천점,08**님,"배터져 안심탕수육/1(기본 선택(스몰)),옛날통닭/1(옛날통닭 사이즈 선택(1마리))",탕수육 잘먹었습니다닭에서 시큼한 냄세가불안해서 먹다 버림,4,4,4,4,일주일 전
813,11,지코바-독산1호점,gr**님,순살양념（매운맛）/1,첫주문인데 생각보다 매운데 맛있네요 ,4,4,4,4,3일 전
814,35,지코바-독산1호점,hw**님,순살양념（보통맛）/1,담엔 매운맛으로 시켜야겟어용,4,4,4,5,2021년 7월 25일
815,66,지코바-독산1호점,na**님,순살양념（순한맛）/1,안튀긴 치킨찾다가주문했는데 밥이랑같이먹음 맛있음,4,4,5,5,2021년 7월 18일
816,77,지코바-독산1호점,se**님,순살양념（보통맛）/1,배달 예상시간 분이었고 금요일 저녁이라 그런지 분 정도 걸렸네요 지코바는 처음 시켜봤는데 보통맛은 살짝 맵네요 리뷰쓴다고 하면 밥을 같이 주는줄 알았는데 떡사리만 주는거였나봅니다 배달비 천원도 결제해야하니 공지에 적혀있는 배달비 천원을 안받는다는 문구는 지워야겠네요,4,3,3,3,2021년 7월 16일
817,18,브라더탕수-금천구청점,kk**님,"반반탕수육/1(사이즈 선택(小),탕수육 선택(브라더탕수육,깐풍 탕수육))",양도 적당하고 배달도 예상 시간보다 빨리왔어여 다음에 주문 할게요,4,4,4,4,2021년 2월 1일
818,25,브라더탕수-금천구청점,im**님,"반반탕수육/1(사이즈 선택(小),탕수육 선택(브라더탕수육,사천탕수육))",맛있어요 다움에도 여기서 시켜먹을 것 같아요 배송도 빠릅니다,4,4,4,5,2020년 12월 4일
819,34,브라더탕수-금천구청점,od**님,"김치치즈탕수육/1(사이즈 선택(中),추가 선택(버팔로윙 4개))",너무 맛있었습니다 김피탕의 기본에 충실한 맛이네요,4,4,5,5,2020년 10월 8일
